12000,1,11677
12500,1,12691
13000,1,13635
13500,1,14149
14000,1,16002
14500,1,16398
15000,1,17782
1000,2,257
1500,2,348
2000,2,480
2500,2,722
3000,2,839
3500,2,1137
4000,2,1283
4500,2,1616
5000,2,2048
